"gear","year","species","n","landing","coverage"
"TWL",1982,"BLCK",219,9197127,0.894977168949772
"TWL",1982,"BLGL",219,9197127,0.963470319634703
"TWL",1982,"BLUR",219,9197127,1
"TWL",1982,"BRNZ",219,9197127,0.191780821917808
"TWL",1982,"BRWN",219,9197127,0.936073059360731
"TWL",1982,"CBZN",219,9197127,0.127853881278539
"TWL",1982,"CLPR",219,9197127,0.757990867579909
"TWL",1982,"CNRY",219,9197127,0.689497716894977
"TWL",1982,"COPP",219,9197127,0.972602739726027
"TWL",1982,"CWCD",219,9197127,0.986301369863014
"TWL",1982,"DBRK",219,9197127,0.767123287671233
"TWL",1982,"EGLS",219,9197127,0.392694063926941
"TWL",1982,"FLAG",219,9197127,0.926940639269406
"TWL",1982,"GBLC",219,9197127,0.972602739726027
"TWL",1982,"GRAS",219,9197127,0.146118721461187
"TWL",1982,"GSPT",219,9197127,0.881278538812785
"TWL",1982,"GSRK",219,9197127,0.936073059360731
"TWL",1982,"LCOD",219,9197127,0.995433789954338
"TWL",1982,"LSPN",219,9197127,0.579908675799087
"TWL",1982,"MXRF",219,9197127,0.388127853881279
"TWL",1982,"OLVE",219,9197127,0.995433789954338
"TWL",1982,"POP",219,9197127,0.894977168949772
"TWL",1982,"QLBK",219,9197127,0.264840182648402
"TWL",1982,"RDBD",219,9197127,0.926940639269406
"TWL",1982,"REDS",219,9197127,0.940639269406393
"TWL",1982,"REX",219,9197127,0.0958904109589041
"TWL",1982,"REYE",219,9197127,0.602739726027397
"TWL",1982,"ROSY",219,9197127,0.484018264840183
"TWL",1982,"RSTN",219,9197127,0.625570776255708
"TWL",1982,"SBLY",219,9197127,0.493150684931507
"TWL",1982,"SHRP",219,9197127,0.438356164383562
"TWL",1982,"SLGR",219,9197127,0.0867579908675799
"TWL",1982,"SNOS",219,9197127,0.867579908675799
"TWL",1982,"SPKL",219,9197127,0.986301369863014
"TWL",1982,"SSPN",219,9197127,0.986301369863014
"TWL",1982,"STAR",219,9197127,0.977168949771689
"TWL",1982,"STRK",219,9197127,0.945205479452055
"TWL",1982,"SWSP",219,9197127,0.168949771689498
"TWL",1982,"TIGR",219,9197127,0.378995433789954
"TWL",1982,"URCK",219,9197127,0.146118721461187
"TWL",1982,"VRML",219,9197127,0.963470319634703
"TWL",1982,"WDOW",219,9197127,0.789954337899543
"TWL",1982,"YEYE",219,9197127,0.972602739726027
"TWL",1982,"YMTH",219,9197127,0.155251141552511
"TWL",1982,"YTRK",219,9197127,0.757990867579909
